food_code,name,group,kcal,protein_g,fat_g,satfat_g,carbs_g,sugars_g,fibre_g,salt_g
13-334,"Salsify, flesh only, raw",DG,27,1.3,0.3,0.0,10.2,1.5,3.2,0.012
17-367,Salt,WY,0,0.0,0.0,0.0,0.0,0.0,0.0,98.25
16-010,"Salted fish, Chinese, bones removed, steamed",JA,155,33.9,2.2,0.0,0.0,0.0,0.0,13.9
12-467,"Sambar, homemade",DR,49,3.1,0.9,0.17,7.7,1.9,2.4,1.11
19-596,"Samosas, lamb, baked, homemade",MR,288,11.1,17.5,3.39,23.1,1.6,2.3,0.1
19-597,"Samosas, lamb, deep fried in rapeseed oil, homemade",MI,379,8.1,31.5,3.72,16.9,1.2,1.7,0.072
15-305,"Samosas, vegetable, retail",DR,217,5.1,9.3,1.09,30.0,2.7,3.5,0.975
11-955,"Sandwich, white bread, bacon, lettuce and tomato",AB,230,8.2,11.9,2.46,24.1,2.4,1.5,1.192
11-963,"Sandwich, white bread, cheddar cheese and pickle",AB,282,12.0,14.4,7.42,27.7,4.6,1.5,1.478
11-964,"Sandwich, white bread, chicken salad",AB,172,10.7,4.9,1.16,22.5,2.1,1.4,0.588
11-966,"Sandwich, white bread, egg mayonnaise",AB,243,8.8,11.2,1.89,28.5,2.2,1.5,0.808
11-965,"Sandwich, white bread, ham salad",AB,163,8.2,4.1,0.94,25.0,2.5,1.6,1.012
11-967,"Sandwich, white bread, tuna mayonnaise",AB,237,12.5,10.2,1.29,25.3,2.1,1.4,0.875
14-256,"Sapodilla, flesh only",FA,69,0.6,0.9,0.0,15.5,14.7,0.0,0.018
16-424,"Sardines, canned in brine, drained",JC,170,22.1,9.1,2.61,0.0,0.0,0.0,0.92
16-440,"Sardines, canned in olive oil, drained",JC,220,23.3,14.1,3.33,0.0,0.0,0.0,1.0
16-439,"Sardines, canned in sunflower oil, drained",JC,220,23.3,14.1,3.21,0.0,0.0,0.0,1.0
16-422,"Sardines, canned in tomato sauce, whole contents",JC,175,18.5,10.8,2.89,0.9,0.9,0.0,0.788
16-438,"Sardines, flesh only, grilled",JC,172,25.4,7.8,2.35,0.0,0.0,0.0,0.435
16-488,"Sardines, flesh only, grilled, weighed with skin and bones",JC,108,16.0,4.9,1.48,0.0,0.0,0.0,0.275
16-401,"Sardines, flesh only, raw",JC,134,19.8,6.1,1.83,0.0,0.0,0.0,0.34
12-593,"Sauce, cheese, packet mix, dry",BV,486,19.3,28.4,17.6,40.9,5.6,1.7,6.75
17-628,"Sauce, Chinese cook in, sweet & sour",WC,94,0.5,1.0,0.0,22.1,19.4,0.8,0.625
17-629,"Sauce, Chinese stir fry",WC,92,1.4,1.3,0.12,19.9,16.7,0.9,1.425
15-879,"Sauce, curry, onion, with butter, homemade",DR,252,1.2,24.7,15.49,6.6,4.4,1.6,0.57
15-880,"Sauce, curry, onion, with vegetable oil, homemade",DR,298,1.0,30.0,1.96,6.5,4.2,1.6,0.028
15-751,"Sauce, curry, sweet, UK type, homemade",DR,92,1.1,5.7,1.37,9.8,5.7,1.4,0.03
15-881,"Sauce, curry, tomato and onion, homemade",DR,201,1.7,19.2,1.3,6.1,4.6,2.0,0.072
17-329,"Sauce, dry, casserole mix",WC,330,9.7,3.9,0.0,68.2,12.2,0.0,13.5
17-330,"Sauce, dry, casserole mix, made up",WC,35,1.1,0.4,0.0,7.3,1.2,0.0,1.475
19-577,"Sauce, duck a l'orange",MR,66,0.5,3.7,2.1,7.1,1.8,0.0,0.998
17-626,"Sauce, Indian cook in, korma/tikka masala",WC,133,1.7,9.5,4.41,10.9,7.4,2.5,0.675
17-625,"Sauce, pasta, carbonara type",WC,151,4.9,13.0,7.67,3.8,0.8,1.3,0.85
17-624,"Sauce, pasta, four cheese",WC,129,5.1,9.7,5.73,5.8,1.9,1.3,0.812
17-618,"Sauce, pasta, tomato based, for bolognese",WC,44,1.5,1.3,0.21,6.9,6.1,2.0,0.725
17-619,"Sauce, pasta, tomato based, napoletana",WC,65,1.5,3.8,0.54,6.5,6.3,2.3,0.725
17-620,"Sauce, pasta, tomato based, reduced fat",WC,33,1.4,0.3,0.06,6.7,5.6,2.0,0.575
17-621,"Sauce, pasta, tomato based, with added vegetables",WC,46,1.4,2.1,0.29,5.7,5.1,2.4,0.575
17-827,"Sauce, pasta, white, with ham and mushrooms, homemade",WC,129,7.3,10.6,6.6,1.0,1.0,0.4,0.495
17-336,"Sauce, sweet and sour, take-away",WCN,157,0.2,3.4,0.0,32.8,27.5,0.0,0.375
15-882,"Sauce, tomato and mushroom, homemade",DR,46,1.4,2.0,0.19,6.0,4.7,1.5,0.015
17-834,"Sauce, tomato based, homemade",WC,70,1.5,4.5,0.63,6.5,5.1,1.3,0.02
17-630,"Sauce, traditional cook in, tomato based",WC,43,0.9,1.0,0.15,8.1,4.9,1.5,0.75
17-631,"Sauce, traditional cook in, white sauce based",WC,105,1.6,8.6,1.69,5.7,2.8,2.3,0.925
17-627,"Sauces, Indian cook in, other",WC,67,1.4,3.2,0.5,8.7,6.1,2.5,0.75
13-336,Sauerkraut,DR,9,1.1,0.0,0.0,1.1,1.1,2.2,1.475
19-468,"Sausage roll, flaky pastry, ready-to-eat, retail",MI,352,8.4,24.1,10.36,27.0,1.3,3.4,1.442
19-643,"Sausage rolls, short pastry, homemade",MI,395,9.9,28.8,10.65,25.6,2.1,3.3,0.94
19-653,"Sausages, beef, fried in vegetable oil",MI,267,17.6,17.4,7.57,10.7,2.6,1.6,1.225
19-489,"Sausages, beef, grilled",MI,265,17.2,17.2,7.9,11.0,2.4,1.6,1.25
19-656,"Sausages, beef, raw",MI,258,12.7,19.5,7.59,8.4,2.6,1.5,0.95
19-512,"Sausages, pork, chilled, fried in vegetable oil",MI,308,13.9,23.9,8.5,9.9,1.6,2.1,1.6
19-509,"Sausages, pork, chilled, grilled",MI,294,14.5,22.1,8.0,9.8,1.5,2.3,1.6
19-654,"Sausages, pork, frozen, fried in vegetable oil",MI,316,13.8,24.8,8.8,10.0,0.5,2.1,1.6
19-655,"Sausages, pork, frozen, grilled",MI,289,14.8,21.2,7.6,10.5,0.5,2.3,1.6
19-510,"Sausages, pork, raw",MI,309,11.9,25.0,9.15,9.6,2.8,2.8,1.175
19-662,"Sausages, pork, reduced fat, fried in vegetable oil",MI,144,14.9,5.7,1.92,8.8,2.6,2.3,1.4
19-511,"Sausages, pork, reduced fat, grilled",MI,160,16.2,6.1,2.24,10.7,3.4,2.5,1.7
19-658,"Sausages, pork, reduced fat, raw",MI,141,14.4,5.6,2.09,8.7,3.5,2.3,1.25
19-661,"Sausages, premium, fried in vegetable oil",MI,256,17.9,19.5,7.54,2.5,1.0,0.0,1.4
19-513,"Sausages, premium, grilled",MI,275,19.0,21.1,8.03,2.3,0.9,0.6,1.425
19-657,"Sausages, premium, raw",MI,254,13.8,21.0,8.17,2.6,1.5,0.5,1.25
15-658,"Sausages, vegetarian, baked/grilled",DR,179,14.9,9.4,2.33,9.2,1.3,2.6,1.375
19-319,"Saveloy, unbattered, takeaway",MI,296,13.8,22.3,7.5,10.8,1.3,0.8,2.875
16-262,"Scallops, steamed",JM,118,23.2,1.4,0.4,3.4,0.0,0.0,0.45
16-409,"Scampi, coated in breadcrumbs, baked",JR,232,11.6,10.5,0.85,24.3,0.8,1.5,1.402
16-443,"Scampi, coated in breadcrumbs, fried in sunflower oil",JK,243,10.6,13.0,1.15,22.2,0.7,1.4,1.28
16-442,"Scampi, in breadcrumbs, frozen, fried in rapeseed oil",JK,243,10.6,13.0,1.02,22.2,0.7,1.4,1.28
11-1112,"Scones, cheese, homemade",AP,358,10.1,16.4,7.18,45.3,1.9,2.1,1.648
11-993,"Scones, fruit, retail",AP,338,6.5,11.2,6.3,56.2,18.9,2.9,1.0
11-1115,"Scones, fruit, wholemeal, homemade",AP,322,7.7,11.1,3.65,50.8,13.9,4.8,1.355
11-958,"Scones, plain, homemade",AP,352,7.2,12.7,4.4,55.9,5.4,2.4,1.588
11-827,"Scones, plain, retail",AN,346,7.2,12.3,6.37,55.2,12.7,2.2,1.48
11-1113,"Scones, potato, homemade",AP,279,4.8,13.6,4.61,36.8,1.4,1.9,1.632
11-1114,"Scones, wholemeal, homemade",AP,319,8.2,12.3,4.08,46.6,5.6,5.8,1.505
17-835,"Scotch broth, homemade",WAA,74,6.8,3.5,1.6,4.0,1.6,0.9,0.055
19-518,"Scotch eggs, retail",MI,241,12.0,16.0,4.3,13.1,0.0,1.7,0.825
11-1116,"Scotch pancakes, homemade",AP,270,6.6,9.8,3.43,41.1,7.7,1.7,0.53
11-544,"Scotch pancakes, retail",AP,270,5.6,9.6,0.74,43.0,21.5,1.9,1.045
16-454,Seafood selection,JR,87,15.6,1.5,0.3,2.9,0.0,0.0,1.55
16-415,Seafood sticks,JR,102,7.3,1.9,0.29,14.9,4.8,0.0,1.785
13-337,"Seakale, stem only, boiled in unsalted water",DG,8,1.4,0.0,0.0,0.6,0.6,0.0,0.01
13-338,"Seaweed, Irish moss, raw",DG,8,1.5,0.2,0.0,0.0,0.0,12.3,0.168
13-339,"Seaweed, kombu, dried, raw",DG,43,7.1,1.6,0.5,0.0,0.0,58.7,4.575
13-340,"Seaweed, nori, dried, raw",DG,136,30.7,1.5,0.4,0.0,0.0,44.4,1.975
13-341,"Seaweed, wakame, dried, raw",DG,71,12.4,2.4,0.3,0.0,0.0,47.1,8.05
11-903,"Semolina, raw",AA,349,10.6,1.6,0.23,77.9,0.6,2.9,0.002
16-367,"Sesame prawn toast, takeaway",JR,382,12.9,29.8,3.84,16.7,0.8,3.6,1.175
14-844,Sesame seeds,GA,598,18.2,58.0,10.48,0.9,0.4,7.9,0.05
17-836,"Sev/ganthia, homemade",SNC,478,18.8,25.1,1.87,47.1,1.9,8.4,0.005
11-915,"Sevyian, homemade",AS,119,3.8,3.1,1.86,20.2,13.6,1.0,0.1
13-342,"Shallots, raw",DG,20,1.5,0.2,0.0,3.3,3.3,1.4,0.025
17-760,"Shandy, 50% lager, homemade",QA,23,0.2,0.0,0.0,2.9,2.9,0.0,0.018
17-821,"Shandy, bottled or canned",QA,24,0.0,0.0,0.0,5.0,5.0,0.0,0.018
16-142,"Shark, raw",JA,102,23.0,1.1,0.2,0.0,0.0,0.0,0.35
14-259,"Sharon fruit, flesh only",FA,73,0.8,0.0,0.0,18.6,18.6,1.6,0.012
19-626,"Shepherd's pie, homemade",MR,107,5.9,5.4,2.04,9.5,0.9,0.9,0.582
15-883,"Shepherd's pie, vegetable",DR,114,4.5,3.9,0.3,16.1,1.5,2.4,0.012
15-655,"Shepherd's pie, vegetable, retail",DR,101,1.9,4.9,2.0,13.3,1.7,1.2,0.525
17-236,"Sherry, medium",QF,116,0.1,0.0,0.0,5.9,5.9,0.0,0.068
19-525,Shish kebab in pitta bread with salad,MR,149,13.6,4.1,1.51,15.4,1.3,1.2,0.75
19-150,"Shish kebab, meat only",MR,206,29.0,10.0,3.9,0.0,0.0,0.0,1.275
19-627,"Shish kebabs, with onions and peppers, homemade",MR,206,12.8,15.2,5.6,4.6,3.0,1.2,0.105
11-802,Shortbread,AM,515,5.3,29.0,17.45,62.2,15.6,2.2,0.802
11-837,"Shortcake, caramel, chocolate covered, retail",AN,466,4.7,27.3,15.18,53.6,36.2,2.3,0.645
16-245,"Shrimps, boiled",JK,117,23.8,2.4,0.4,0.0,0.0,0.0,9.6
16-246,"Shrimps, boiled, weighed with shells",JK,39,7.9,0.8,0.1,0.0,0.0,0.0,3.175
16-247,"Shrimps, canned in brine, drained",JK,94,20.8,1.2,0.2,0.0,0.0,0.0,2.45
16-249,"Shrimps, dried",JK,245,55.8,2.4,0.4,0.0,0.0,0.0,10.825
16-248,"Shrimps, frozen",JK,73,16.5,0.8,0.1,0.0,0.0,0.0,0.95
16-144,"Skate, grilled",JA,79,18.9,0.5,0.1,0.0,0.0,0.0,0.375
16-145,"Skate, grilled, weighed with bones",JA,59,14.0,0.3,0.0,0.0,0.0,0.0,0.275
16-143,"Skate, raw",JA,64,15.1,0.4,0.0,0.0,0.0,0.0,0.3
17-096,Smartie-type sweets,SEA,456,5.4,17.5,10.4,73.9,70.8,0.0,0.145
17-747,Smoothies,PE,49,0.5,0.1,0.0,12.2,11.6,1.0,0.0
16-477,"Sole, flesh only, grilled, fillets weighed with skin",JA,71,16.6,0.5,0.12,0.0,0.0,0.0,0.29
12-393,"Sorbet, fruit",BP,97,0.2,0.3,0.0,24.8,23.3,1.0,0.025
12-958,"Souffle, cheese, homemade",CD,237,11.6,16.8,7.38,10.8,2.3,0.4,0.665
12-959,"Souffle, plain, homemade",CD,177,7.7,11.9,4.02,10.5,2.5,0.4,0.395
17-637,"Soup, broccoli and stilton, carton, chilled",WA,51,2.3,3.1,1.69,3.8,1.5,0.0,0.5
17-634,"Soup, carrot and coriander, carton, chilled",WA,45,0.9,2.6,1.38,4.7,3.0,1.0,0.45
17-776,"Soup, carrot and orange, homemade",WAA,20,0.3,0.5,0.22,3.8,3.5,1.7,0.028
17-850,"Soup, chicken noodle, dried",WAE,322,17.1,4.8,0.0,56.0,4.4,4.3,9.35
17-714,"Soup, chicken noodle, dried, as served",WAE,19,1.0,0.3,0.0,3.2,0.3,0.2,0.55
17-695,"Soup, chicken, cream of, canned",WAC,58,1.7,3.8,0.6,4.5,1.1,0.0,0.6
17-696,"Soup, chicken, cream of, canned, condensed",WAC,85,2.6,5.8,0.8,6.0,1.4,0.0,1.225
17-652,"Soup, cream of tomato, canned",WAC,51,0.9,2.0,0.27,7.8,5.5,0.6,0.612
17-794,"Soup, French onion, homemade",WAA,41,0.9,2.2,0.19,5.0,3.7,1.3,0.578
17-795,"Soup, gazpacho, homemade",WAA,46,0.8,3.6,0.5,2.9,2.5,0.7,0.32
17-796,"Soup, goulash, homemade",WAA,106,7.7,5.8,1.1,7.2,1.9,1.2,1.362
17-653,"Soup, instant, dried, as purchased",WAE,384,5.9,13.4,8.7,64.1,17.4,5.6,5.94
17-660,"Soup, instant, dried, as served",WAE,37,0.6,1.3,0.84,6.2,1.7,0.5,0.572
17-698,"Soup, lentil, canned",WAC,46,3.1,0.2,0.0,8.5,1.2,1.2,0.5
17-808,"Soup, lentil, homemade",WAA,121,5.9,4.8,2.81,14.6,1.7,1.4,0.145
17-699,"Soup, low calorie, canned",WAC,33,0.9,0.7,0.2,6.2,2.4,0.7,0.425
17-711,"Soup, minestrone, canned",WA,31,1.1,0.2,0.1,6.6,1.8,0.9,0.5
17-810,"Soup, minestrone, homemade",WAA,60,2.1,2.3,0.64,7.6,1.4,0.9,0.972
17-813,"Soup, mulligatawny, homemade",WAA,90,1.9,6.4,3.68,8.1,2.9,0.8,1.16
17-635,"Soup, mushroom, carton, chilled",WA,48,1.5,2.7,1.43,4.9,1.4,0.3,0.7
17-713,"Soup, mushroom, cream of, canned",WAC,46,1.1,3.0,0.5,3.9,0.8,0.1,0.575
17-700,"Soup, oxtail, canned",WAC,44,2.4,1.7,0.6,5.1,0.9,0.1,0.55
17-829,"Soup, pea and ham, homemade",WAA,73,4.1,2.2,1.07,9.8,1.5,1.4,0.588
17-831,"Soup, potato and leek, homemade",WAA,56,1.5,2.2,1.32,6.2,1.5,0.8,0.118
17-636,"Soup, tomato, carton, chilled",WA,37,0.9,1.9,0.86,4.3,3.3,1.4,0.495
17-712,"Soup, vegetable, canned",WAC,39,1.4,0.6,0.0,7.4,2.6,1.5,0.575
17-684,"Soup, vegetable, homemade",WAA,55,1.0,4.2,2.41,3.7,1.8,0.9,0.788
17-721,"Soy sauce, light and dark varieties",WCN,79,3.0,0.0,0.0,17.9,16.4,0.0,13.75
19-628,"Spaghetti bolognese, homemade",MR,151,8.1,6.1,2.15,17.2,1.8,1.2,0.23
19-542,"Spaghetti bolognese, retail, meat and sauce only, reheated",MR,108,9.3,5.7,2.3,5.3,3.0,0.9,0.725
19-524,"Spaghetti bolognese, retail, reheated, with spaghetti",MR,126,6.6,2.8,1.06,20.0,1.9,1.2,0.455
13-550,"Spinach, baby, boiled in unsalted water",DG,20,3.2,0.7,0.19,0.2,0.0,1.2,0.105
13-521,"Spinach, baby, raw",DG,16,2.6,0.6,0.08,0.2,0.0,1.0,0.075
17-417,"Spinach, dried",DI,211,24.3,6.9,0.9,13.8,12.9,18.2,3.05
13-458,"Spinach, frozen, boiled in unsalted water",DG,21,3.1,0.8,0.1,0.5,0.3,2.1,0.04
13-573,"Spinach, mature, boiled in unsalted water",DG,19,2.2,0.8,0.1,0.8,0.8,2.1,0.3
13-572,"Spinach, mature, raw",DG,25,2.8,0.8,0.1,1.6,1.5,2.1,0.35
17-247,"Spirits, 40% volume",QK,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-219,"Sprats, fried",JC,415,24.9,35.0,5.3,0.0,0.0,0.0,0.6
16-220,"Sprats, fried, weighed with bones",JC,249,14.9,21.0,3.2,0.0,0.0,0.0,0.35
16-218,"Sprats, raw",JC,172,18.3,11.0,2.2,0.0,0.0,0.0,0.5
13-350,"Spring greens, boiled in unsalted water",DG,20,1.9,0.7,0.1,1.6,1.4,2.6,0.025
13-348,"Spring greens, raw",DG,33,3.0,1.0,0.1,3.1,2.7,3.4,0.05
13-352,"Spring onions, bulbs and tops, raw",DG,23,2.0,0.5,0.1,3.0,2.8,1.5,0.018
13-351,"Spring onions, bulbs only, raw",DG,35,0.9,0.0,0.0,8.5,8.5,1.7,0.032
19-327,"Spring rolls, meat, takeaway",MR,242,6.5,16.4,3.81,18.2,1.8,2.0,1.212
13-354,"Squash, acorn, baked",DG,56,1.1,0.1,0.0,12.6,1.6,3.2,0.01
13-353,"Squash, acorn, raw",DG,40,0.8,0.1,0.0,9.0,1.0,2.3,0.008
13-644,"Squash, butternut, baked",DG,39,1.4,0.2,0.0,8.4,8.4,2.1,0.0
13-643,"Squash, butternut, boiled in unsalted water",DG,24,0.9,0.1,0.0,5.1,5.1,1.3,0.0
13-355,"Squash, butternut, raw",DG,36,1.1,0.1,0.0,8.3,4.5,1.6,0.01
13-358,"Squash, spaghetti, baked",DG,23,0.7,0.3,0.1,4.3,3.4,2.1,0.045
13-357,"Squash, spaghetti, raw",DG,26,0.6,0.6,0.1,4.6,3.6,2.3,0.042
16-267,"Squid, dried",JM,313,63.3,4.6,1.0,4.8,0.0,0.0,2.35
16-263,"Squid, raw",JM,81,15.4,1.7,0.4,1.2,0.0,0.0,0.275
14-059,Star fruit,FA,32,0.5,0.3,0.1,7.3,7.1,1.3,0.005
19-630,"Steak and kidney pudding, homemade",MI,210,10.7,10.9,5.76,18.6,0.8,0.9,0.218
19-473,"Stew, beef, homemade",MR,105,11.9,4.6,1.53,4.8,2.0,1.1,0.648
19-550,"Stew, beef, made with lean beef, homemade",MR,93,12.2,3.1,0.86,4.8,2.0,1.1,0.65
19-590,"Stew, beef, with dumplings, homemade",MR,190,10.1,10.0,4.83,16.2,1.6,0.9,0.6
19-479,"Stew, Irish, homemade",MR,119,7.3,6.2,2.89,9.4,1.9,1.5,0.288
19-585,"Stew, Irish, made with lean lamb, homemade",MR,107,7.6,4.9,2.23,8.6,1.8,1.5,0.065
19-460,"Stir-fry beef with green peppers and blackbean sauce, takeaway",MR,103,10.5,5.6,1.37,2.7,1.0,0.0,1.442
17-515,"Stock cubes, beef",WY,0,16.8,9.2,3.51,0.0,0.0,0.0,36.4
17-726,"Stock cubes, chicken",WY,0,15.4,15.4,0.0,0.0,0.0,0.6,40.75
17-774,"Stock cubes, chicken, made up with water",WY,0,0.5,0.5,0.0,0.0,0.0,0.0,1.448
17-727,"Stock cubes, vegetable",WY,0,13.5,17.3,0.0,0.0,0.0,1.8,42.0
17-680,Stock gel,WY,163,6.7,3.6,1.74,27.8,5.7,1.8,16.125
17-681,"Stock, chicken, ready made, retail",WY,12,2.3,0.2,0.1,0.2,0.1,0.3,0.562
17-767,"Stout, Guinness",QA,37,0.4,0.0,0.0,3.2,3.2,0.0,0.015
14-324,"Strawberries, raw",FA,30,0.6,0.5,0.04,6.1,6.1,3.8,0.002
11-919,"Strudel, fruit filled, retail, frozen",AS,241,2.7,13.5,5.02,29.1,10.6,5.4,0.0
17-371,"Stuffing mix, dried",AT,338,9.9,5.2,2.4,67.2,4.4,4.7,3.65
17-372,"Stuffing mix, dried, assorted flavours, made up",AT,97,2.8,1.5,0.8,19.3,1.3,1.3,1.05
11-1000,"Stuffing, sage and onion, homemade",AT,253,5.6,13.3,4.15,29.4,5.4,0.0,0.658
17-011,"Suet, shredded",OF,826,0.0,86.7,49.9,12.1,0.2,0.5,0.0
17-759,"Suet, vegetable, reduced fat",OF,718,2.5,65.7,32.8,31.1,1.4,1.3,0.025
14-076,"Sugar apple, flesh only",FA,69,1.6,0.3,0.0,16.1,14.9,0.0,0.018
17-060,"Sugar, brown",SC,380,0.1,0.0,0.0,101.3,101.3,0.0,0.078
17-061,"Sugar, Demerara",SC,394,0.5,0.0,0.0,104.5,104.5,0.0,0.012
17-062,"Sugar, icing",SC,393,0.0,0.0,0.0,104.9,103.8,0.0,0.03
17-063,"Sugar, white",SC,394,0.0,0.0,0.0,105.0,105.0,0.0,0.012
14-263,Sultanas,FA,275,2.7,0.4,0.0,69.4,69.4,2.0,0.048
14-845,Sunflower seeds,GA,576,19.8,47.5,6.58,18.6,1.7,6.0,0.008
14-846,"Sunflower seeds, toasted",GA,602,20.5,49.2,6.8,19.3,1.8,6.2,0.008
16-361,"Sushi, salmon nigiri",JR,152,8.7,2.5,0.48,25.2,3.2,1.2,0.9
16-362,"Sushi, tuna nigiri",JR,170,8.4,2.5,0.68,30.3,4.7,1.2,0.828
15-617,"Sushi, vegetable",DR,148,3.4,1.3,0.0,32.8,7.0,1.6,1.302
13-650,"Swede, flesh only, boiled in unsalted water",DG,26,0.7,0.1,0.0,5.8,5.7,3.0,0.01
13-359,"Swede, flesh only, raw",DG,24,0.7,0.3,0.0,5.0,4.9,1.9,0.038
19-324,"Sweet and sour chicken, takeaway",MR,194,7.6,10.0,1.29,19.7,10.7,0.0,0.648
19-304,"Sweet and sour pork, battered, takeaway",MR,240,7.8,13.9,2.33,22.4,11.5,1.2,0.622
19-485,"Sweet and sour pork, homemade",MR,176,12.7,8.3,1.99,11.6,7.8,0.5,0.705
15-884,Sweet potato and onion layer,DR,124,3.4,1.8,1.04,23.3,6.8,2.2,0.165
13-672,"Sweet potato, baked",DG,115,1.6,0.4,0.2,27.9,14.5,5.2,0.13
13-646,"Sweet potato, flesh only, boiled in unsalted water",DG,58,1.7,0.2,0.07,13.0,9.4,2.7,0.092
13-463,"Sweet potato, raw, flesh only",DG,87,1.2,0.3,0.1,21.3,5.7,2.4,0.1
13-671,"Sweet potato, steamed",DG,84,1.1,0.3,0.1,20.4,8.4,2.7,0.088
13-647,"Sweet potato, wedges, flesh and skin, baked in rapeseed oil",DG,139,2.9,3.9,0.43,24.7,18.8,5.2,0.172
18-422,"Sweetbread, lamb, fried in corn oil",MG,217,28.7,11.4,0.0,0.0,0.0,0.0,0.13
18-421,"Sweetbread, lamb, raw",MG,131,15.3,7.8,3.0,0.0,0.0,0.0,0.188
13-634,"Sweetcorn, baby, boiled in unsalted water",DG,31,2.2,0.6,0.13,4.6,3.8,2.4,0.0
13-635,"Sweetcorn, baby, stir-fried in rapeseed oil",DG,84,2.5,6.0,0.49,5.4,4.5,2.8,0.0
13-529,"Sweetcorn kernels, canned in water, drained",DG,78,2.6,1.7,0.27,13.9,7.5,3.1,0.002
13-609,"Sweetcorn, dried",DI,251,13.4,7.1,0.93,35.5,9.4,9.7,0.01
13-508,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water",DG,67,3.6,1.9,0.25,9.5,2.5,5.1,0.0
13-606,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water, weighed with core",DG,39,2.1,1.1,0.15,5.6,1.5,3.0,0.0
13-623,"Sweetcorn, kernels, 'on-the-cob', raw, weighed with core",DG,36,2.0,1.1,0.12,4.8,1.2,0.9,0.0
13-622,"Sweetcorn, kernels, raw",DG,60,3.4,1.8,0.2,8.1,2.0,1.5,0.002
17-101,"Sweets, boiled",SEC,327,0.0,0.0,0.0,87.1,86.7,0.0,0.062
17-647,"Sweets, chew sweets",SEC,377,0.9,6.0,3.57,85.1,54.5,0.0,0.075
17-828,"Sweets, sherbert",SEC,355,0.6,0.0,0.0,93.9,93.9,0.0,0.0
16-222,"Swordfish, flesh only, grilled",JC,139,22.9,5.2,1.2,0.0,0.0,0.0,0.425
16-223,"Swordfish, flesh only, grilled, weighed with bones and skin",JC,123,20.4,4.6,1.1,0.0,0.0,0.0,0.375
16-221,"Swordfish, flesh only, raw",JC,109,18.0,4.1,0.9,0.0,0.0,0.0,0.325
17-064,"Syrup, corn, dark",SC,282,0.0,0.0,0.0,76.6,28.1,0.0,0.4
17-065,"Syrup, golden",SC,298,0.3,0.0,0.0,79.0,79.0,0.0,0.675
16-335,"Szechuan prawns with vegetables, takeaway",JR,83,7.8,4.7,0.66,2.5,0.8,1.2,1.34
15-885,Tabouleh,DR,119,2.6,4.6,0.29,17.2,0.7,0.0,0.01
14-847,Tahini paste,GA,607,18.5,58.9,8.4,0.9,0.4,8.0,0.05
14-264,"Tamarillos, flesh and seeds",FA,28,2.0,0.3,0.1,4.7,4.7,0.0,0.002
14-265,Tamarind,FA,238,2.3,0.3,0.1,56.5,0.0,0.0,0.038
13-855,"Tamarind leaves, fresh",H,115,5.8,2.1,0.0,18.2,0.0,0.0,0.0
13-856,"Tamarind pulp, flesh only",H,273,3.2,0.3,0.0,64.5,64.5,0.0,0.0
13-375,"Tannia, raw",DG,107,1.3,0.4,0.0,24.5,0.2,2.3,0.01
11-027,"Tapioca, raw",AA,359,0.4,0.1,0.0,95.0,0.0,0.4,0.01
16-449,Taramasalata,JR,517,3.2,52.9,4.1,7.4,1.2,0.3,1.125
13-380,"Taro leaves, raw",DG,35,4.4,0.9,0.2,2.6,2.2,0.0,0.008
13-381,"Taro leaves, steamed",DG,19,2.4,0.5,0.1,1.4,1.2,0.0,0.005
13-377,"Taro, baked",DG,130,1.7,0.2,0.0,32.4,1.4,3.0,0.012
13-378,"Taro, boiled in unsalted water",DG,91,1.2,0.2,0.0,22.4,0.9,2.1,0.008
13-376,"Taro, raw",DG,106,1.4,0.2,0.0,26.2,1.1,2.4,0.01
13-379,"Taro, steamed",DG,99,1.3,0.2,0.0,24.5,1.0,2.2,0.01
13-858,"Tarragon, dried, ground",H,295,22.8,7.2,0.0,42.8,0.0,0.0,0.155
13-857,"Tarragon, fresh",H,49,3.4,1.1,0.0,6.3,0.0,0.0,0.022
11-1028,"Tart, bakewell, homemade",AS,454,6.9,30.4,8.8,40.8,22.7,1.5,0.53
11-1058,"Tart, custard, large, homemade",AP,275,5.8,17.4,6.63,25.2,5.9,1.7,0.372
11-1093,"Tart, mincemeat, one crust, homemade",AP,385,3.1,17.9,0.0,56.4,37.6,1.7,0.3
17-722,Tartare sauce,WCN,299,1.3,24.6,0.0,17.9,16.2,0.6,2.7
11-1123,"Tartlets, strawberry, homemade",AP,202,2.4,10.1,6.18,27.2,7.7,2.2,0.215
11-845,"Tarts, bakewell, iced, retail",AS,411,3.1,16.8,6.94,65.9,45.2,1.1,0.33
12-461,"Tarts, custard, individual",BR,263,6.7,14.3,5.87,28.7,14.2,1.1,0.285
11-1085,"Tarts, jam, homemade",AP,382,3.4,16.8,6.25,58.0,37.4,0.0,0.338
11-1086,"Tarts, jam, wholemeal, homemade",AP,366,4.2,14.0,8.54,59.6,37.4,0.0,0.335
17-165,"Tea, black, infusion, average",PAA,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
17-167,"Tea, black, infusion, strong",PAC,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
