food_code,name,group,kcal,protein_g,fat_g,satfat_g,carbs_g,sugars_g,fibre_g,salt_g
18-071,"Beef, sirloin steak, grilled medium-rare, lean and fat",MAC,213,24.8,12.6,5.6,0.0,0.0,0.0,0.15
18-068,"Beef, sirloin steak, grilled rare, lean",MAC,166,26.4,6.7,3.0,0.0,0.0,0.0,0.158
18-069,"Beef, sirloin steak, grilled rare, lean and fat",MAC,216,25.1,12.8,5.8,0.0,0.0,0.0,0.15
18-072,"Beef, sirloin steak, grilled well-done, lean",MAC,225,33.9,9.9,4.4,0.0,0.0,0.0,0.202
18-073,"Beef, sirloin steak, grilled well-done, lean and fat",MAC,257,31.8,14.4,6.5,0.0,0.0,0.0,0.19
18-064,"Beef, sirloin steak, raw, lean",MAC,135,23.5,4.5,2.0,0.0,0.0,0.0,0.175
18-065,"Beef, sirloin steak, raw, lean and fat",MAC,201,21.6,12.7,5.6,0.0,0.0,0.0,0.155
18-082,"Beef, stewing steak, frozen, stewed, lean",MAC,195,29.7,8.5,3.1,0.0,0.0,0.0,0.118
18-083,"Beef, stewing steak, frozen, stewed, lean and fat",MAC,212,26.9,11.6,4.3,0.0,0.0,0.0,0.11
18-078,"Beef, stewing steak, pressure cooked, lean",MAC,199,35.1,6.5,2.4,0.0,0.0,0.0,0.15
18-079,"Beef, stewing steak, pressure cooked, lean and fat",MAC,217,34.0,9.0,3.4,0.0,0.0,0.0,0.15
18-076,"Beef, stewing steak, raw, lean",MAC,122,22.6,3.5,1.4,0.0,0.0,0.0,0.172
18-077,"Beef, stewing steak, raw, lean and fat",MAC,146,22.1,6.4,2.6,0.0,0.0,0.0,0.165
18-080,"Beef, stewing steak, stewed, lean",MAC,185,32.0,6.3,2.3,0.0,0.0,0.0,0.135
18-081,"Beef, stewing steak, stewed, lean and fat",MAC,203,29.2,9.6,3.7,0.0,0.0,0.0,0.128
19-530,"Beef, stir-fried with green peppers, homemade",MR,145,11.8,8.0,2.67,6.1,3.8,0.8,0.53
18-086,"Beef, topside, microwaved, lean",MAC,181,35.0,4.6,1.9,0.0,0.0,0.0,0.15
18-087,"Beef, topside, microwaved, lean and fat",MAC,228,32.1,11.1,4.7,0.0,0.0,0.0,0.138
18-084,"Beef, topside, raw, lean",MAC,116,23.0,2.7,1.1,0.0,0.0,0.0,0.192
18-085,"Beef, topside, raw, lean and fat",MAC,198,20.4,12.9,5.4,0.0,0.0,0.0,0.168
18-088,"Beef, topside, roasted medium-rare, lean",MAC,175,32.2,5.1,2.1,0.0,0.0,0.0,0.165
18-089,"Beef, topside, roasted medium-rare, lean and fat",MAC,222,29.9,11.4,4.8,0.0,0.0,0.0,0.155
18-090,"Beef, topside, roasted well-done, lean",MAC,202,36.2,6.3,2.6,0.0,0.0,0.0,0.155
18-091,"Beef, topside, roasted well-done, lean and fat",MAC,244,32.8,12.5,5.2,0.0,0.0,0.0,0.142
17-506,"Beer, bitter, average (<4% ABV)",QA,30,0.3,0.0,0.0,2.2,2.2,0.0,0.015
17-208,"Beer, bitter, best, premium",QA,33,0.3,0.0,0.0,2.2,2.2,0.0,0.02
17-748,"Beer, bitter, strong (>5% ABV)",QA,42,0.3,0.0,0.0,2.2,2.2,0.0,0.02
13-633,"Beetroot, cooked in unsalted water",DG,53,1.6,0.3,0.05,11.6,10.9,2.6,0.13
13-166,"Beetroot, pickled, drained",DG,28,1.2,0.2,0.0,5.6,5.6,1.7,0.3
13-164,"Beetroot, raw",DG,36,1.7,0.1,0.0,7.6,7.0,1.9,0.165
16-003,"Bele, raw",JA,67,15.3,0.7,0.0,0.0,0.0,0.0,0.0
13-807,"Betel leaves, fresh",H,61,6.4,0.1,0.0,8.6,0.0,0.0,0.018
14-806,Betel nuts,GA,339,5.2,10.2,0.0,56.7,0.0,0.0,0.19
15-669,"Bhaji, aubergine and potato, homemade",DR,135,1.8,8.8,0.61,13.4,3.2,1.4,0.015
15-670,"Bhaji, aubergine, pea, potato and cauliflower, homemade",DR,72,2.9,2.5,0.24,10.7,4.3,2.5,0.025
15-672,"Bhaji, cabbage and pea, with butter ghee, homemade",DR,177,3.4,14.2,8.31,9.7,7.1,4.8,0.628
15-673,"Bhaji, cabbage and pea, with rapeseed oil, homemade",DR,180,3.4,14.5,1.01,9.7,7.1,4.8,0.028
15-674,"Bhaji, cabbage and potato, with butter, homemade",DR,98,2.7,5.6,3.48,9.7,4.9,4.1,0.138
15-397,"Bhaji, cabbage and potato, with rapeseed oil, homemade",DR,106,2.2,7.0,0.86,9.1,4.7,2.6,0.018
15-675,"Bhaji, cabbage and potato, with vegetable oil",DR,108,2.7,6.8,0.48,9.6,4.9,4.1,0.018
15-016,"Bhaji, cabbage and spinach",DR,198,3.6,17.1,1.8,7.8,3.8,3.0,1.2
15-671,"Bhaji, cabbage, homemade",DR,77,2.8,4.5,0.32,6.8,5.9,4.4,0.02
15-676,"Bhaji, carrot, potato and pea, with butter, homemade",DR,116,2.2,6.6,4.01,12.9,6.8,4.1,0.18
15-677,"Bhaji, carrot, potato and pea, with vegetable oil, homemade",DR,128,2.1,7.9,0.59,12.9,6.7,4.1,0.042
15-679,"Bhaji, cauliflower and potato, homemade",DR,106,3.3,6.8,0.52,10.1,2.8,2.3,0.042
15-680,"Bhaji, cauliflower and vegetable, homemade",DR,117,3.1,9.1,5.28,6.6,4.0,2.0,0.222
15-678,"Bhaji, cauliflower, homemade",DR,211,2.9,20.1,9.21,5.5,3.8,2.2,0.048
15-021,"Bhaji, cauliflower, potato and pea, with butter",DR,145,3.5,11.3,7.1,8.2,2.5,1.9,1.0
15-022,"Bhaji, cauliflower, potato and pea, with vegetable oil",DR,166,3.4,13.7,1.5,8.2,2.5,1.9,0.75
15-024,"Bhaji, green bean",DR,91,2.2,7.6,0.7,5.0,4.1,2.1,1.15
15-025,"Bhaji, karela, with butter ghee, homemade",DR,103,1.8,10.6,6.6,1.2,0.0,2.4,0.0
15-026,"Bhaji, karela, with vegetable oil, homemade",DR,103,1.8,10.6,1.1,1.2,0.0,2.4,0.0
15-681,"Bhaji, mushroom, homemade",DR,168,1.2,16.6,1.11,4.1,3.2,1.5,0.022
15-683,"Bhaji, mustard leaves and spinach, homemade",DR,84,3.1,6.5,3.75,3.8,1.6,0.0,0.338
15-682,"Bhaji, mustard leaves, homemade",DR,85,3.0,6.3,2.97,4.6,1.3,0.0,0.225
15-684,"Bhaji, okra, Bangladeshi, with butter ghee, homemade",DR,97,2.4,6.2,3.5,7.7,5.6,3.3,0.018
15-685,"Bhaji, okra, Bangladeshi, with vegetable oil, homemade",DR,97,2.4,6.4,0.55,7.7,5.6,3.3,0.018
15-686,"Bhaji, okra, Islami, homemade",DR,201,4.6,17.1,1.36,8.9,7.0,5.9,0.188
15-687,"Bhaji, pea, homemade",DR,363,5.0,34.6,21.58,9.3,3.2,3.8,0.765
15-688,"Bhaji, potato and fenugreek leaves, homemade",DR,222,3.7,15.9,0.0,18.8,0.0,0.0,0.118
15-689,"Bhaji, potato and green pepper, homemade",DR,134,1.5,9.0,0.63,12.7,2.6,1.6,0.008
15-690,"Bhaji, potato and onion, homemade",DR,162,2.1,10.1,6.32,16.7,3.4,2.6,0.23
15-691,"Bhaji, potato, onion and mushroom, homemade",DR,211,1.7,17.3,1.17,12.1,3.5,2.2,0.022
15-040,"Bhaji, potato, spinach and cauliflower, homemade",DR,169,2.2,15.1,9.6,7.1,1.6,1.4,0.092
15-692,"Bhaji, potato, with butter ghee, homemade",DR,161,2.2,9.8,5.7,16.6,1.5,2.1,0.01
15-693,"Bhaji, potato, with vegetable oil, homemade",DR,161,2.2,10.0,0.69,16.6,1.5,2.1,0.01
15-695,"Bhaji, spinach and potato, homemade",DR,192,3.6,14.1,0.98,13.4,1.6,2.4,0.255
15-694,"Bhaji, spinach, homemade",DR,83,3.3,6.9,3.82,2.5,2.1,2.4,0.532
15-697,"Bhaji, turnip and onion, homemade",DR,126,1.2,10.6,6.2,7.1,5.9,2.2,0.028
15-696,"Bhaji, turnip, homemade",DR,179,1.3,16.4,9.59,6.5,5.4,2.6,0.042
15-047,"Bhaji, vegetable, Punjabi, with butter",DR,108,3.5,7.2,4.3,8.2,5.5,3.2,1.125
15-048,"Bhaji, vegetable, Punjabi, with vegetable oil",DR,120,3.5,8.6,1.0,8.2,5.5,3.2,0.975
15-698,"Bhaji, vegetable, with butter, homemade",DR,185,1.9,15.3,9.49,10.3,4.7,2.4,0.362
15-699,"Bhaji, vegetable, with rapeseed oil, homemade",DR,213,1.8,18.5,1.64,10.1,4.6,2.4,0.04
17-356,Bicarbonate of soda,WY,0,0.0,0.0,0.0,0.0,0.0,0.0,68.45
19-454,"Biryani, chicken, takeaway",MR,163,8.5,7.4,2.01,16.6,0.9,1.2,0.658
11-821,"Biscuits, cheese flavoured",AM,494,10.5,28.1,11.67,53.2,2.7,4.5,2.205
11-816,"Biscuits, cookies, chocolate chip, American style",AM,440,5.2,21.3,9.58,60.6,40.5,2.5,1.055
11-815,"Biscuits, cookies, chocolate chip, standard",AM,471,5.4,24.9,12.15,60.0,30.0,3.0,0.745
11-807,"Biscuits, digestive, half coated in chocolate",AM,488,6.3,25.7,12.68,61.8,24.3,2.1,0.878
11-799,"Biscuits, digestive, plain",AM,463,6.2,21.3,7.71,65.6,17.5,3.8,1.402
11-803,"Biscuits, digestive, with oats, plain",AM,480,6.4,22.9,5.94,66.4,25.9,7.2,0.82
11-809,"Biscuits, fully coated with chocolate",AM,506,6.4,27.2,15.06,62.8,39.3,1.7,0.572
11-810,"Biscuits, fully coated with chocolate, with cream",AM,496,5.2,28.2,15.81,59.0,37.4,3.1,0.435
11-811,"Biscuits, fully coated with chocolate, with marshmallow",AM,413,4.5,19.0,10.64,59.9,41.4,2.7,0.33
11-798,"Biscuits, ginger nuts",AM,443,4.8,15.7,7.26,75.3,31.3,2.2,1.072
11-952,"Biscuits, gingernut, homemade",AM,459,4.5,19.8,12.27,70.0,32.6,2.1,1.565
11-808,"Biscuits, iced",AM,406,4.8,10.8,4.98,77.1,44.6,0.6,0.685
11-804,"Biscuits, jam filled",AM,428,5.2,14.4,6.75,74.0,33.0,1.2,0.41
11-1035,"Biscuits, melting moments, homemade",AM,564,3.4,37.1,23.31,57.8,0.0,1.2,0.838
11-1060,"Biscuits, oat based, chocolate, half coated",AM,489,6.6,24.9,9.0,63.9,33.1,6.0,0.678
11-1032,"Biscuits, plain, homemade",AM,471,6.2,22.1,13.39,66.0,26.4,2.0,0.502
11-801,"Biscuits, plain, reduced fat",AM,432,6.6,13.5,4.31,75.7,21.2,4.4,1.178
11-813,"Biscuits, sandwich, cream",AM,477,5.0,23.3,13.31,65.8,29.9,3.1,0.47
11-797,"Biscuits, semi-sweet",AM,444,6.4,15.1,5.08,75.4,20.3,2.7,0.895
11-806,"Biscuits, short or sweet, half coated in chocolate",AM,506,6.0,24.2,12.5,70.3,35.5,1.4,0.622
11-796,"Biscuits, short, sweet",AM,479,5.6,20.9,10.05,71.7,23.8,2.2,1.008
11-1034,"Biscuits, wholemeal, homemade",AM,369,12.7,7.5,3.89,66.6,4.2,9.2,0.172
13-059,"Black gram, chilki urad dahl, dried, split, boiled in unsalted water",DB,90,8.0,0.4,0.1,13.6,0.3,0.0,0.032
13-058,"Black gram, chilki urad dahl, split, dried, raw",DB,287,26.0,1.4,0.2,42.5,1.3,0.0,0.1
13-061,"Black gram, duhli urad dahl, split, dried, boiled in unsalted water",DB,96,8.1,0.4,0.1,15.1,0.3,0.0,0.032
13-060,"Black gram, duhli urad dahl, split, dried, raw",DB,298,27.2,1.4,0.2,44.0,1.3,0.0,0.1
13-057,"Black gram, urad gram, whole, dried, boiled in unsalted water",DB,89,7.8,0.4,0.1,13.6,0.3,0.0,0.032
13-056,"Black gram, urad gram, whole, dried, raw",DB,275,24.9,1.4,0.2,40.8,1.3,0.0,0.1
19-114,"Black pudding, dry-fried",MI,297,10.3,21.5,8.5,16.6,0.2,0.2,2.35
19-113,"Black pudding, raw",MI,277,9.1,20.6,7.7,14.8,0.2,0.0,2.075
14-388,"Blackberries, raw",FA,27,1.1,0.2,0.0,5.6,5.6,3.4,0.002
14-049,"Blackberries, stewed with sugar",FA,56,0.7,0.2,0.0,13.8,13.8,2.4,0.002
14-050,"Blackberries, stewed without sugar",FA,21,0.8,0.2,0.0,4.4,4.4,2.6,0.002
14-349,"Blackberry and apple, stewed with sugar",FA,63,0.4,0.2,0.03,15.8,15.8,1.8,0.005
14-364,"Blackberry and apple, stewed without sugar",F,28,0.5,0.2,0.03,6.4,6.4,1.9,0.005
17-845,"Blackcurrant juice drink/squash, diluted",PCC,27,0.0,0.0,0.0,7.2,7.2,0.0,0.005
17-737,"Blackcurrant juice drink/squash, undiluted",PCC,204,0.1,0.0,0.0,54.2,54.2,0.0,0.04
14-053,"Blackcurrants, raw",FA,28,0.9,0.0,0.0,6.6,6.6,3.6,0.008
14-054,"Blackcurrants, stewed with sugar",FA,58,0.7,0.0,0.0,15.0,15.0,2.8,0.005
14-055,"Blackcurrants, stewed without sugar",FA,24,0.8,0.0,0.0,5.6,5.6,3.1,0.005
12-557,"Blancmange, homemade",BR,96,3.3,1.6,1.02,18.1,11.7,0.0,0.102
16-170,"Bloater, flesh only, grilled",JC,251,23.5,17.4,4.4,0.0,0.0,0.0,1.75
16-171,"Bloater, flesh only, grilled, weighed with bones and skin",JC,163,15.3,11.3,2.9,0.0,0.0,0.0,1.125
14-325,Blueberries,FA,40,0.9,0.2,0.02,9.1,9.1,1.5,0.005
16-004,"Boal, raw",JA,86,15.4,2.7,0.0,0.0,0.0,0.0,0.0
19-476,"Bolognese sauce (with meat), homemade",MR,161,11.8,11.6,4.2,2.8,2.6,0.7,0.45
19-475,"Bolognese sauce (with meat), made with extra lean minced beef, homemade",MR,108,13.0,4.9,1.49,2.8,2.6,0.6,0.465
16-005,Bombay duck,JA,283,61.7,4.0,0.0,0.0,0.0,0.0,0.0
17-764,Bombay mix,SN,503,18.8,32.9,3.95,35.1,2.3,8.8,1.6
17-770,"Bouillabaisse, homemade",WAA,139,11.3,10.5,1.34,2.0,1.7,0.4,0.135
17-766,Bounty bar and own brand equivalents,SEA,480,3.7,26.3,20.5,61.0,50.4,3.2,0.45
18-392,"Brain, lamb, boiled",MG,126,11.6,8.8,2.0,0.0,0.0,0.0,0.525
11-906,"Bran, wheat",AA,186,14.8,5.5,0.89,20.6,2.3,41.3,0.008
11-1036,"Brandy snaps, homemade",AM,489,2.8,22.5,14.16,72.1,50.1,1.2,0.68
19-115,Brawn,MI,153,12.4,11.5,0.0,0.0,0.0,0.0,1.875
14-871,"Brazil nuts, kernel only",GA,683,14.3,68.2,17.41,3.1,2.4,4.3,0.008
14-884,"Brazil nuts, kernel only, weighed with shells",GA,314,6.5,31.4,8.01,1.4,1.1,2.0,0.002
11-1038,"Bread pudding, homemade",AS,289,5.9,7.7,0.0,48.0,33.3,1.2,0.595
11-1144,"Bread rolls, brown, crusty",AF,255,10.3,2.8,0.6,50.4,1.9,3.5,0.95
11-983,"Bread rolls, brown, soft",AG,236,9.9,3.2,1.1,44.8,2.8,4.3,0.95
11-984,"Bread rolls, malted wheat",AG,238,10.0,4.2,1.08,42.7,3.0,4.4,0.925
11-985,"Bread rolls, white, crusty",AG,262,9.2,2.2,0.51,54.9,2.7,2.9,1.0
11-1006,"Bread rolls, white, soft",AF,254,9.3,2.6,0.62,51.5,2.6,2.6,1.0
11-986,"Bread rolls, wholemeal",AG,244,10.4,3.3,0.8,46.1,2.6,5.5,0.95
17-664,"Bread sauce, made with semi-skimmed milk, HOMEMADE",WCD,97,4.0,2.5,1.43,15.6,5.4,0.0,0.232
17-771,"Bread sauce, made with skimmed milk, homemade",WCD,88,4.2,1.4,0.41,15.5,5.1,0.5,0.355
17-772,"Bread sauce, made with whole milk, homemade",WCD,108,4.1,3.7,1.9,15.4,5.0,0.5,0.352
11-971,"Bread, brown, average",AF,207,7.9,2.0,0.43,42.1,3.4,5.0,1.0
11-1136,"Bread, brown, toasted",AF,266,10.1,2.6,0.55,54.0,4.4,6.4,1.282
11-969,"Bread, ciabatta",AF,271,10.2,3.9,0.57,52.0,3.1,3.3,0.875
11-937,"Bread, garlic and herb, retail",AF,348,7.0,16.7,8.63,45.1,2.9,2.7,1.19
11-462,"Bread, malt, fruited",AF,295,7.8,2.3,0.52,64.9,22.6,3.5,0.615
11-972,"Bread, malted wheat",AF,237,9.6,2.3,0.58,47.4,2.9,5.3,1.0
11-910,"Bread, naan, peshwari naan, takeaway and retail",AF,251,7.6,7.9,3.13,39.8,1.6,5.6,0.975
11-973,"Bread, naan, retail",AF,285,7.8,7.3,0.97,50.2,3.1,2.9,0.9
11-974,"Bread, pitta, white",AF,255,9.1,1.3,0.2,55.1,3.0,2.3,1.0
11-947,"Bread, seeded",AF,270,9.9,7.4,1.0,43.8,3.8,6.2,0.9
11-1117,"Bread, soda, made with white flour, homemade",AF,261,7.6,1.6,0.73,57.3,2.3,2.7,0.375
11-975,"Bread, wheatgerm",AF,220,11.1,3.1,0.72,39.5,3.8,5.7,0.975
11-1145,"Bread, white, average",AF,236,8.7,2.1,0.0,48.7,3.0,2.9,1.0
11-923,"Bread, white, crusty bloomer, unsliced, fresh, large",AF,247,9.2,1.6,0.39,52.3,2.8,2.8,1.0
11-976,"Bread, white, Danish style",AF,228,9.1,2.7,0.5,44.5,3.0,3.1,1.0
11-977,"Bread, white, farmhouse or split tin",AF,241,9.0,2.0,0.49,49.9,2.9,2.9,1.0
11-978,"Bread, white, French stick",AF,263,9.0,1.9,0.34,56.1,2.8,3.3,1.0
11-979,"Bread, white, premium",AF,230,8.3,2.3,0.0,47.0,2.7,2.8,1.0
11-980,"Bread, white, sliced",AF,219,7.9,1.6,0.29,46.1,3.4,2.5,1.0
11-1137,"Bread, white, sliced, fried in rapeseed oil",AF,498,8.1,32.2,2.3,46.8,3.5,2.5,1.015
11-1001,"Bread, white, toasted",AF,267,9.7,2.0,0.35,56.2,4.1,3.0,1.225
11-1003,"Bread, white, 'with added fibre'",AF,224,8.7,2.2,0.42,45.1,3.5,4.8,0.925
11-1004,"Bread, white, 'with added fibre', toasted",AF,266,10.4,2.6,0.5,53.7,4.2,5.7,1.1
11-981,"Bread, wholemeal, average",AF,217,9.4,2.5,0.46,42.0,2.8,7.0,1.0
11-982,"Bread, wholemeal, toasted",AF,255,11.2,2.9,0.54,49.2,3.2,8.2,1.175
13-168,"Breadfruit, boiled in unsalted water",DG,119,1.6,0.4,0.0,29.0,1.5,0.0,0.002
13-167,"Breadfruit, raw",DG,95,1.3,0.3,0.0,23.1,1.2,0.0,0.002
14-895,"Breadnut seeds, dried",G,367,8.6,1.7,0.5,73.8,0.0,14.9,0.132
11-826,"Breadsticks, plain",AM,389,10.9,8.1,6.01,72.9,3.3,3.7,2.042
11-763,"Breakfast cereal, bran flakes, fortified",AI,333,9.6,2.2,0.31,73.3,21.0,13.4,0.9
11-767,"Breakfast cereal, bran type cereal, fortified",AI,267,12.4,3.4,0.53,49.7,20.0,24.6,0.9
11-746,"Breakfast cereal, cornflakes, crunchy / honey nut coated, fortified",AI,384,5.3,4.2,0.73,86.6,37.4,3.8,0.875
11-742,"Breakfast cereal, cornflakes, fortified",AI,376,7.1,0.8,0.14,90.9,7.3,2.6,1.125
11-749,"Breakfast cereal, cornflakes, frosted, fortified",AI,350,4.7,0.5,0.09,87.0,38.3,2.0,0.75
11-745,"Breakfast cereal, cornflakes, unfortified",AI,378,7.1,0.8,0.14,91.4,3.0,2.6,1.025
11-938,"Breakfast cereal, crunchy clusters type, without nuts, unfortified",AI,399,7.2,11.6,4.15,71.0,25.3,7.2,0.102
11-939,"Breakfast cereal, crunchy/crispy muesli type cereal, with nuts, unfortified",AI,450,8.4,20.5,4.61,61.9,23.1,7.9,0.345
11-779,"Breakfast cereal, fruit and fibre type, fortified",AI,348,8.0,5.8,2.65,70.3,26.2,8.6,0.875
11-755,"Breakfast cereal, honey loops and hoops, including Honey and Nut Cheerios, fortified",AI,349,6.6,3.1,0.67,78.7,34.7,4.3,0.7
11-792,"Breakfast cereal, instant hot oat, plain, raw, fortified",AI,352,11.0,7.3,1.2,64.6,0.5,8.5,0.012
11-760,"Breakfast cereal, malted flake, fortified",AI,373,11.8,1.4,0.27,83.4,17.2,3.0,0.95
11-761,"Breakfast cereal, malted wheat, fortified",AI,339,8.7,2.3,0.32,75.7,20.3,8.6,0.625
11-1019,"Breakfast cereal, multigrain hoops, fortified",AI,368,7.9,3.8,0.7,80.7,22.4,5.7,0.825
11-795,"Breakfast cereal, Oat, instant, flavoured, unfortified, made up with semi-skimmed milk",AI,98,4.4,2.4,1.1,15.6,7.8,1.0,0.175
11-793,"Breakfast cereal, oat, instant, plain, fortified, cooked, made up with semi-skimmed milk",AI,95,4.9,2.5,1.08,14.2,4.2,2.0,0.1
11-757,"Breakfast cereal, puffed wheat, honey coated, fortified",AI,355,4.7,1.2,0.16,86.8,36.8,3.1,0.05
11-756,"Breakfast cereal, puffed wheat, unfortified",AI,341,13.2,2.0,0.34,72.0,0.2,7.8,0.005
11-753,"Breakfast cereal, rice, chocolate flavoured, fortified",AI,375,4.6,2.3,1.2,89.6,37.7,2.0,0.8
11-750,"Breakfast cereal, rice, toasted/crisp, fortified",AI,374,5.7,1.0,0.22,91.2,12.4,0.7,0.925
11-754,"Breakfast cereal, Ricicles, Kellogg's",AI,377,3.8,0.4,0.09,95.4,39.1,0.3,1.15
11-777,"Breakfast cereal, shredded wheat type with fruit, unfortified",AI,326,8.4,1.7,0.25,74.0,18.7,8.8,0.052
11-775,"Breakfast cereal, shredded wheat type, unfortified",AI,333,10.9,2.5,0.34,71.2,0.6,12.2,0.01
11-778,"Breakfast cereal, Shredded Wheat, honey nut, Nestle",AI,361,9.8,5.4,1.83,72.8,19.6,9.2,0.018
11-762,"Breakfast cereal, wheat and multigrain, chocolate flavoured, fortified",AI,375,6.5,4.1,1.37,83.2,30.5,6.3,0.45
11-773,"Breakfast cereal, wheat biscuits, Weetabix type, fortified",AI,332,10.5,1.9,0.26,72.7,3.9,9.7,0.65
11-774,"Breakfast cereal, wheat biscuits, Weetabix type, unfortified",AI,332,10.5,1.9,0.26,72.7,3.9,9.7,0.695
16-006,"Bream, Sea, raw",JA,96,17.5,2.9,0.0,0.0,0.0,0.0,0.275
15-700,"Broccoli in cheese sauce, made with semi-skimmed milk, homemade",DR,118,7.3,7.5,4.52,5.9,3.0,2.7,0.325
15-701,"Broccoli in cheese sauce, made with skimmed milk, homemade",DR,114,7.3,6.9,4.18,5.9,3.0,2.5,0.325
15-702,"Broccoli in cheese sauce, made with whole milk, homemade",DR,124,7.3,8.2,5.0,5.8,2.9,2.5,0.322
13-583,"Broccoli, green, boiled in salted water",DG,28,3.3,0.5,0.12,2.8,1.6,2.8,0.375
13-503,"Broccoli, green, boiled in unsalted water",DG,28,3.3,0.5,0.12,2.8,1.6,2.8,0.015
13-502,"Broccoli, green, raw",DG,34,4.3,0.6,0.15,3.2,1.9,4.0,0.022
13-504,"Broccoli, green, steamed",DG,34,4.1,0.5,0.12,3.5,2.0,3.8,0.018
13-176,"Broccoli, purple sprouting, boiled in unsalted water",DG,19,2.1,0.6,0.1,1.3,0.9,2.3,0.015
13-174,"Broccoli, purple sprouting, raw",DG,35,3.9,1.1,0.2,2.6,2.1,3.5,0.025
17-706,Brown fruity sauce,WCN,98,1.2,0.1,0.0,22.2,19.6,0.7,1.275
17-678,"Brown sauce, reduced salt/sugar",WCN,88,0.7,0.1,0.0,20.0,14.1,0.7,0.975
11-1127,"Brownies, chocolate, homemade",AN,506,6.2,30.8,16.43,54.3,46.1,1.7,0.468
13-630,"Brussels sprouts, boiled in unsalted water",DG,32,3.1,0.4,0.09,4.2,3.7,3.2,0.012
13-177,"Brussels sprouts, raw",DG,42,3.5,1.4,0.3,4.1,3.1,4.1,0.015
15-704,"Bubble and squeak, fried in rapeseed oil, homemade",DR,126,1.7,9.0,0.62,10.1,1.6,1.9,0.008
15-703,"Bubble and squeak, fried in sunflower oil, homemade",DR,128,1.7,9.1,1.11,10.2,1.6,1.9,0.008
11-006,"Buckwheat, groats",AA,364,8.1,1.5,0.0,84.9,0.4,2.1,0.002
17-823,"Build up, powder, shake, assorted flavours",PAA,325,20.5,0.7,0.4,63.0,62.0,8.2,0.625
17-728,"Build-up powder, soup, assorted flavours",PAA,407,14.4,14.9,4.6,57.3,14.3,6.5,2.45
19-651,"Burger, beef, 62-85% beef, raw",MBG,219,15.9,15.2,5.72,4.9,2.7,0.7,0.825
19-546,"Burger, beef, 62-85%, beef, grilled",MBG,229,18.3,13.8,5.22,8.5,2.1,0.6,1.1
19-490,"Burger, beef, 98-99% beef, fried in vegetable oil",MBG,329,28.5,23.9,10.7,0.1,0.1,0.7,1.175
19-491,"Burger, beef, 98-99% beef, grilled",MBG,326,26.5,24.4,10.9,0.1,0.1,0.7,1.0
19-492,"Burger, beef, 98-99% beef, raw",MBG,291,17.1,24.7,10.71,0.1,0.1,0.5,0.725
19-553,"Burger, beef, fried in rapeseed oil, homemade",MR,297,23.9,21.9,8.32,1.1,0.8,0.3,0.272
19-555,"Burger, beef, grilled, homemade",MR,288,25.0,20.3,8.54,1.1,0.9,0.3,0.285
19-554,"Burger, beef, with bun, fried in rapeseed oil, homemade",MR,291,21.0,18.6,6.93,10.3,1.1,0.2,0.485
19-556,"Burger, beef, with bun, grilled, homemade",MR,283,21.9,17.4,7.11,10.3,1.1,0.4,0.495
19-493,"Burger, Big Mac, takeaway",MBG,232,13.1,11.2,4.7,20.9,3.9,1.9,0.975
19-545,"Burger, cheeseburger, takeaway",MBG,254,13.6,10.4,4.9,28.3,5.7,1.4,1.4
19-315,"Burger, chicken, takeaway",MBG,235,12.5,10.8,0.0,23.4,0.0,1.3,1.4
18-502,"Burger, chicken/turkey, coated, retail, grilled",MCA,266,14.2,15.5,2.63,18.7,0.9,0.8,0.958
19-544,"Burger, hamburger, takeaway",MBG,246,13.5,8.3,3.5,31.2,6.6,1.8,1.2
19-487,"Burger, Quarter Pounder with cheese, takeaway",MBG,263,16.3,13.2,6.8,21.2,5.5,1.6,1.158
19-514,"Burger, Whopper, takeaway",MBG,223,10.4,12.1,3.3,19.2,4.2,1.2,0.892
17-685,"Butter, salted",OA,744,0.6,82.2,52.09,0.6,0.6,0.0,1.825
17-655,"Butter, spreadable (75-80% fat)",OA,715,0.4,79.1,34.15,0.5,0.5,0.0,1.21
17-656,"Butter, spreadable, light (60% fat)",OA,547,0.5,60.2,25.7,0.8,0.8,0.0,1.168
17-661,"Butter, unsalted",OA,744,0.6,82.2,52.09,0.6,0.6,0.0,0.02
17-001,"Butteroil, unsalted",OB,896,0.6,99.3,65.6,0.0,0.0,0.0,0.038
19-631,"Cabbage leaves, stuffed with lamb and rice, homemade",MR,100,7.1,4.2,1.8,8.3,1.6,1.5,0.382
13-581,"Cabbage, average, boiled in unsalted water",DG,17,1.1,0.2,0.02,2.8,2.8,2.2,0.012
13-582,"Cabbage, average, raw",DG,26,1.8,0.2,0.02,4.4,4.4,3.5,0.018
13-187,"Cabbage, Chinese, raw",DG,12,1.0,0.2,0.0,1.4,1.4,1.2,0.018
13-511,"Cabbage, green, boiled in unsalted water",DG,17,1.5,0.2,0.04,2.3,2.3,2.2,0.012
13-510,"Cabbage, green, raw",DG,27,2.4,0.2,0.04,4.1,4.1,4.1,0.018
13-540,"Cabbage, red, boiled in unsalted water",DG,15,0.8,0.3,0.0,2.3,2.0,2.3,0.015
15-705,"Cabbage, red, cooked with apple",DR,57,0.9,2.6,0.77,7.9,7.5,0.1,0.075
13-190,"Cabbage, red, raw",DG,21,1.1,0.3,0.0,3.7,3.3,2.9,0.02
